file_path,label
samples/Hat_529.wav,Hat
samples/Snare_439.wav,Snare
samples/Kick_232.wav,Kick
samples/Kick_638.wav,Kick
samples/Kick_1034.wav,Kick
samples/Clap_54.wav,Clap
samples/Cymbals_152.wav,Cymbals
samples/Kick_264.wav,Kick
samples/Clap_500.wav,Clap
samples/Cymbals_165.wav,Cymbals
samples/Hat_931.wav,Hat
samples/Hat_265.wav,Hat
samples/Kick_228.wav,Kick
samples/Cymbals_349.wav,Cymbals
samples/Hat_883.wav,Hat
samples/Clap_624.wav,Clap
samples/Clap_18.wav,Clap
samples/Snare_1017.wav,Snare
samples/Cymbals_283.wav,Cymbals
samples/Snare_796.wav,Snare
samples/Hat_967.wav,Hat
samples/Kick_1054.wav,Kick
samples/Snare_354.wav,Snare
samples/Cymbals_23.wav,Cymbals
samples/Clap_189.wav,Clap
samples/Hat_669.wav,Hat
samples/Clap_780.wav,Clap
samples/Clap_529.wav,Clap
samples/Kick_1027.wav,Kick
samples/Cymbals_309.wav,Cymbals
samples/Snare_763.wav,Snare
samples/Clap_907.wav,Clap
samples/Hat_663.wav,Hat
samples/Hat_968.wav,Hat
samples/Kick_72.wav,Kick
samples/Cymbals_322.wav,Cymbals
samples/Hat_870.wav,Hat
samples/Kick_347.wav,Kick
samples/Kick_837.wav,Kick
samples/Clap_149.wav,Clap
samples/Cymbals_98.wav,Cymbals
samples/Kick_936.wav,Kick
samples/Kick_928.wav,Kick
samples/Snare_196.wav,Snare
samples/Clap_254.wav,Clap
samples/Hat_139.wav,Hat
samples/Clap_199.wav,Clap
samples/Clap_546.wav,Clap
samples/Clap_263.wav,Clap
samples/Cymbals_163.wav,Cymbals
samples/Clap_757.wav,Clap
samples/Clap_486.wav,Clap
samples/Hat_444.wav,Hat
samples/Kick_479.wav,Kick
samples/Kick_60.wav,Kick
samples/Snare_945.wav,Snare
samples/Kick_629.wav,Kick
samples/Kick_689.wav,Kick
samples/Snare_425.wav,Snare
samples/Kick_32.wav,Kick
samples/Clap_338.wav,Clap
samples/Clap_289.wav,Clap
samples/Snare_499.wav,Snare
samples/Clap_1008.wav,Clap
samples/Snare_548.wav,Snare
samples/Clap_148.wav,Clap
samples/Kick_963.wav,Kick
samples/Clap_695.wav,Clap
samples/Snare_184.wav,Snare
samples/Hat_96.wav,Hat
samples/Hat_224.wav,Hat
samples/Kick_747.wav,Kick
samples/Cymbals_275.wav,Cymbals
samples/Snare_35.wav,Snare
samples/Clap_976.wav,Clap
samples/Clap_284.wav,Clap
samples/Clap_396.wav,Clap
samples/Clap_862.wav,Clap
samples/Snare_580.wav,Snare
samples/Clap_1039.wav,Clap
samples/Kick_609.wav,Kick
samples/Hat_610.wav,Hat
samples/Cymbals_258.wav,Cymbals
samples/Kick_952.wav,Kick
samples/Kick_1036.wav,Kick
samples/Kick_1078.wav,Kick
samples/Snare_813.wav,Snare
samples/Snare_1047.wav,Snare
samples/Hat_479.wav,Hat
samples/Hat_824.wav,Hat
samples/Clap_751.wav,Clap
samples/Hat_583.wav,Hat
samples/Clap_856.wav,Clap
samples/Clap_177.wav,Clap
samples/Cymbals_38.wav,Cymbals
samples/Clap_183.wav,Clap
samples/Hat_598.wav,Hat
samples/Kick_736.wav,Kick
samples/Cymbals_88.wav,Cymbals
samples/Hat_667.wav,Hat
samples/Snare_955.wav,Snare
samples/Kick_290.wav,Kick
samples/Kick_1046.wav,Kick
samples/Hat_279.wav,Hat
samples/Clap_273.wav,Clap
samples/Snare_785.wav,Snare
samples/Snare_389.wav,Snare
samples/Snare_111.wav,Snare
samples/Cymbals_156.wav,Cymbals
samples/Hat_107.wav,Hat
samples/Snare_510.wav,Snare
samples/Clap_351.wav,Clap
samples/Clap_967.wav,Clap
samples/Snare_861.wav,Snare
samples/Cymbals_316.wav,Cymbals
samples/Snare_114.wav,Snare
samples/Clap_906.wav,Clap
samples/Kick_1065.wav,Kick
samples/Snare_916.wav,Snare
samples/Hat_361.wav,Hat
samples/Snare_550.wav,Snare
samples/Hat_264.wav,Hat
samples/Cymbals_279.wav,Cymbals
samples/Kick_930.wav,Kick
samples/Snare_133.wav,Snare
samples/Snare_320.wav,Snare
samples/Kick_46.wav,Kick
samples/Snare_586.wav,Snare
samples/Snare_651.wav,Snare
samples/Hat_439.wav,Hat
samples/Kick_668.wav,Kick
samples/Hat_654.wav,Hat
samples/Kick_240.wav,Kick
samples/Kick_757.wav,Kick
samples/Kick_802.wav,Kick
samples/Clap_677.wav,Clap
samples/Clap_171.wav,Clap
samples/Cymbals_478.wav,Cymbals
samples/Hat_990.wav,Hat
samples/Snare_708.wav,Snare
samples/Snare_438.wav,Snare
samples/Snare_872.wav,Snare
samples/Clap_713.wav,Clap
samples/Hat_842.wav,Hat
samples/Snare_14.wav,Snare
samples/Cymbals_218.wav,Cymbals
samples/Snare_311.wav,Snare
samples/Kick_331.wav,Kick
samples/Kick_172.wav,Kick
samples/Hat_795.wav,Hat
samples/Cymbals_229.wav,Cymbals
samples/Hat_578.wav,Hat
samples/Snare_685.wav,Snare
samples/Hat_767.wav,Hat
samples/Cymbals_314.wav,Cymbals
samples/Clap_959.wav,Clap
samples/Hat_605.wav,Hat
samples/Hat_325.wav,Hat
samples/Snare_949.wav,Snare
samples/Kick_844.wav,Kick
samples/Cymbals_157.wav,Cymbals
samples/Kick_692.wav,Kick
samples/Hat_895.wav,Hat
samples/Hat_155.wav,Hat
samples/Hat_21.wav,Hat
samples/Cymbals_359.wav,Cymbals
samples/Snare_742.wav,Snare
samples/Hat_999.wav,Hat
samples/Cymbals_45.wav,Cymbals
samples/Clap_776.wav,Clap
samples/Cymbals_434.wav,Cymbals
samples/Clap_978.wav,Clap
samples/Clap_401.wav,Clap
samples/Kick_746.wav,Kick
samples/Clap_261.wav,Clap
samples/Hat_913.wav,Hat
samples/Kick_1070.wav,Kick
samples/Hat_574.wav,Hat
samples/Snare_81.wav,Snare
samples/Hat_920.wav,Hat
samples/Cymbals_194.wav,Cymbals
samples/Snare_173.wav,Snare
samples/Clap_421.wav,Clap
samples/Cymbals_86.wav,Cymbals
samples/Snare_189.wav,Snare
samples/Clap_924.wav,Clap
samples/Cymbals_472.wav,Cymbals
samples/Clap_1030.wav,Clap
samples/Kick_380.wav,Kick
samples/Kick_448.wav,Kick
samples/Kick_270.wav,Kick
samples/Clap_410.wav,Clap
samples/Snare_417.wav,Snare
samples/Kick_316.wav,Kick
samples/Snare_45.wav,Snare
samples/Hat_434.wav,Hat
samples/Kick_353.wav,Kick
samples/Snare_995.wav,Snare
samples/Hat_835.wav,Hat
samples/Hat_872.wav,Hat
samples/Kick_148.wav,Kick
samples/Hat_659.wav,Hat
samples/Kick_188.wav,Kick
samples/Hat_711.wav,Hat
samples/Kick_1045.wav,Kick
samples/Snare_286.wav,Snare
samples/Kick_898.wav,Kick
samples/Hat_94.wav,Hat
samples/Kick_43.wav,Kick
samples/Kick_66.wav,Kick
samples/Kick_134.wav,Kick
samples/Kick_392.wav,Kick
samples/Cymbals_271.wav,Cymbals
samples/Snare_944.wav,Snare
samples/Kick_246.wav,Kick
samples/Clap_185.wav,Clap
samples/Snare_777.wav,Snare
samples/Hat_580.wav,Hat
samples/Clap_587.wav,Clap
samples/Clap_226.wav,Clap
samples/Hat_405.wav,Hat
samples/Snare_263.wav,Snare
samples/Hat_108.wav,Hat
samples/Snare_124.wav,Snare
samples/Cymbals_394.wav,Cymbals
samples/Cymbals_198.wav,Cymbals
samples/Hat_277.wav,Hat
samples/Hat_51.wav,Hat
samples/Kick_556.wav,Kick
samples/Kick_938.wav,Kick
samples/Clap_1027.wav,Clap
samples/Kick_617.wav,Kick
samples/Cymbals_89.wav,Cymbals
samples/Snare_26.wav,Snare
samples/Clap_81.wav,Clap
samples/Hat_305.wav,Hat
samples/Kick_38.wav,Kick
samples/Hat_545.wav,Hat
samples/Cymbals_444.wav,Cymbals
samples/Kick_585.wav,Kick
samples/Snare_684.wav,Snare
samples/Kick_169.wav,Kick
samples/Cymbals_160.wav,Cymbals
samples/Clap_136.wav,Clap
samples/Hat_1005.wav,Hat
samples/Clap_5.wav,Clap
samples/Snare_69.wav,Snare
samples/Cymbals_341.wav,Cymbals
samples/Hat_288.wav,Hat
samples/Kick_959.wav,Kick
samples/Kick_58.wav,Kick
samples/Kick_694.wav,Kick
samples/Kick_243.wav,Kick
samples/Snare_508.wav,Snare
samples/Hat_843.wav,Hat
samples/Kick_153.wav,Kick
samples/Snare_373.wav,Snare
samples/Hat_4.wav,Hat
samples/Snare_220.wav,Snare
samples/Cymbals_44.wav,Cymbals
samples/Clap_470.wav,Clap
samples/Hat_66.wav,Hat
samples/Kick_687.wav,Kick
samples/Kick_783.wav,Kick
samples/Kick_402.wav,Kick
samples/Snare_731.wav,Snare
samples/Kick_849.wav,Kick
samples/Clap_720.wav,Clap
samples/Hat_272.wav,Hat
samples/Hat_299.wav,Hat
samples/Clap_353.wav,Clap
samples/Snare_634.wav,Snare
samples/Kick_662.wav,Kick
samples/Kick_695.wav,Kick
samples/Hat_371.wav,Hat
samples/Cymbals_266.wav,Cymbals
samples/Hat_383.wav,Hat
samples/Clap_0.wav,Clap
samples/Clap_1059.wav,Clap
samples/Kick_36.wav,Kick
samples/Cymbals_361.wav,Cymbals
samples/Clap_552.wav,Clap
samples/Clap_158.wav,Clap
samples/Cymbals_307.wav,Cymbals
samples/Snare_455.wav,Snare
samples/Kick_1023.wav,Kick
samples/Kick_504.wav,Kick
samples/Kick_534.wav,Kick
samples/Snare_73.wav,Snare
samples/Kick_294.wav,Kick
samples/Kick_216.wav,Kick
samples/Kick_814.wav,Kick
samples/Kick_508.wav,Kick
samples/Snare_576.wav,Snare
samples/Hat_1009.wav,Hat
samples/Snare_116.wav,Snare
samples/Kick_843.wav,Kick
samples/Snare_158.wav,Snare
samples/Clap_105.wav,Clap
samples/Snare_295.wav,Snare
samples/Snare_631.wav,Snare
samples/Clap_392.wav,Clap
samples/Cymbals_269.wav,Cymbals
samples/Clap_1036.wav,Clap
samples/Kick_1072.wav,Kick
samples/Kick_798.wav,Kick
samples/Kick_203.wav,Kick
samples/Kick_118.wav,Kick
samples/Kick_892.wav,Kick
samples/Clap_305.wav,Clap
samples/Snare_807.wav,Snare
samples/Hat_374.wav,Hat
samples/Cymbals_172.wav,Cymbals
samples/Snare_312.wav,Snare
samples/Snare_264.wav,Snare
samples/Clap_397.wav,Clap
samples/Hat_557.wav,Hat
samples/Snare_480.wav,Snare
samples/Snare_331.wav,Snare
samples/Hat_939.wav,Hat
samples/Kick_190.wav,Kick
samples/Hat_388.wav,Hat
samples/Kick_889.wav,Kick
samples/Kick_782.wav,Kick
samples/Clap_408.wav,Clap
samples/Kick_624.wav,Kick
samples/Clap_1007.wav,Clap
samples/Kick_649.wav,Kick
samples/Kick_749.wav,Kick
samples/Clap_33.wav,Clap
samples/Kick_579.wav,Kick
samples/Hat_1018.wav,Hat
samples/Kick_1048.wav,Kick
samples/Clap_758.wav,Clap
samples/Kick_178.wav,Kick
samples/Kick_676.wav,Kick
samples/Snare_497.wav,Snare
samples/Hat_208.wav,Hat
samples/Snare_1033.wav,Snare
samples/Cymbals_126.wav,Cymbals
samples/Snare_769.wav,Snare
samples/Hat_815.wav,Hat
samples/Clap_418.wav,Clap
samples/Cymbals_94.wav,Cymbals
samples/Kick_1026.wav,Kick
samples/Kick_312.wav,Kick
samples/Snare_564.wav,Snare
samples/Snare_11.wav,Snare
samples/Clap_509.wav,Clap
samples/Hat_779.wav,Hat
samples/Snare_244.wav,Snare
samples/Hat_499.wav,Hat
samples/Hat_86.wav,Hat
samples/Snare_491.wav,Snare
samples/Kick_328.wav,Kick
samples/Cymbals_392.wav,Cymbals
samples/Clap_128.wav,Clap
samples/Snare_919.wav,Snare
samples/Clap_795.wav,Clap
samples/Clap_810.wav,Clap
samples/Clap_141.wav,Clap
samples/Cymbals_386.wav,Cymbals
samples/Clap_692.wav,Clap
samples/Kick_1012.wav,Kick
samples/Kick_519.wav,Kick
samples/Snare_356.wav,Snare
samples/Clap_297.wav,Clap
samples/Hat_188.wav,Hat
samples/Cymbals_224.wav,Cymbals
samples/Snare_1001.wav,Snare
samples/Clap_941.wav,Clap
samples/Clap_652.wav,Clap
samples/Hat_449.wav,Hat
samples/Snare_440.wav,Snare
samples/Hat_420.wav,Hat
samples/Hat_193.wav,Hat
samples/Clap_311.wav,Clap
samples/Cymbals_41.wav,Cymbals
samples/Snare_935.wav,Snare
samples/Cymbals_149.wav,Cymbals
samples/Clap_775.wav,Clap
samples/Clap_56.wav,Clap
samples/Snare_645.wav,Snare
samples/Snare_204.wav,Snare
samples/Clap_1053.wav,Clap
samples/Clap_877.wav,Clap
samples/Kick_451.wav,Kick
samples/Clap_1047.wav,Clap
samples/Clap_803.wav,Clap
samples/Kick_125.wav,Kick
samples/Cymbals_75.wav,Cymbals
samples/Kick_864.wav,Kick
samples/Kick_789.wav,Kick
samples/Snare_464.wav,Snare
samples/Snare_392.wav,Snare
samples/Snare_207.wav,Snare
samples/Hat_464.wav,Hat
samples/Cymbals_350.wav,Cymbals
samples/Hat_1026.wav,Hat
samples/Clap_331.wav,Clap
samples/Snare_643.wav,Snare
samples/Snare_700.wav,Snare
samples/Snare_803.wav,Snare
samples/Snare_768.wav,Snare
samples/Cymbals_21.wav,Cymbals
samples/Hat_782.wav,Hat
samples/Snare_296.wav,Snare
samples/Snare_992.wav,Snare
samples/Hat_237.wav,Hat
samples/Hat_459.wav,Hat
samples/Hat_976.wav,Hat
samples/Clap_142.wav,Clap
samples/Snare_942.wav,Snare
samples/Hat_287.wav,Hat
samples/Snare_690.wav,Snare
samples/Snare_629.wav,Snare
samples/Clap_219.wav,Clap
samples/Hat_909.wav,Hat
samples/Cymbals_113.wav,Cymbals
samples/Snare_726.wav,Snare
samples/Snare_933.wav,Snare
samples/Kick_715.wav,Kick
samples/Kick_875.wav,Kick
samples/Kick_737.wav,Kick
samples/Clap_139.wav,Clap
samples/Clap_715.wav,Clap
samples/Hat_268.wav,Hat
samples/Hat_745.wav,Hat
samples/Clap_755.wav,Clap
samples/Clap_770.wav,Clap
samples/Cymbals_171.wav,Cymbals
samples/Clap_452.wav,Clap
samples/Snare_950.wav,Snare
samples/Snare_1040.wav,Snare
samples/Hat_15.wav,Hat
samples/Snare_1004.wav,Snare
samples/Kick_596.wav,Kick
samples/Kick_1067.wav,Kick
samples/Clap_422.wav,Clap
samples/Cymbals_293.wav,Cymbals
samples/Clap_116.wav,Clap
samples/Snare_989.wav,Snare
samples/Kick_685.wav,Kick
samples/Kick_1030.wav,Kick
samples/Cymbals_169.wav,Cymbals
samples/Clap_238.wav,Clap
samples/Hat_500.wav,Hat
samples/Clap_31.wav,Clap
samples/Clap_281.wav,Clap
samples/Snare_536.wav,Snare
samples/Snare_952.wav,Snare
samples/Cymbals_114.wav,Cymbals
samples/Kick_230.wav,Kick
samples/Hat_368.wav,Hat
samples/Clap_550.wav,Clap
samples/Snare_407.wav,Snare
samples/Snare_206.wav,Snare
samples/Hat_710.wav,Hat
samples/Snare_95.wav,Snare
samples/Snare_857.wav,Snare
samples/Clap_688.wav,Clap
samples/Snare_230.wav,Snare
samples/Hat_39.wav,Hat
samples/Kick_396.wav,Kick
samples/Clap_325.wav,Clap
samples/Clap_404.wav,Clap
samples/Cymbals_207.wav,Cymbals
samples/Clap_675.wav,Clap
samples/Clap_463.wav,Clap
samples/Clap_737.wav,Clap
samples/Clap_169.wav,Clap
samples/Hat_592.wav,Hat
samples/Hat_993.wav,Hat
samples/Hat_210.wav,Hat
samples/Clap_387.wav,Clap
samples/Hat_792.wav,Hat
samples/Snare_513.wav,Snare
samples/Cymbals_216.wav,Cymbals
samples/Hat_942.wav,Hat
samples/Clap_993.wav,Clap
samples/Cymbals_30.wav,Cymbals
samples/Snare_967.wav,Snare
samples/Snare_382.wav,Snare
samples/Hat_26.wav,Hat
samples/Cymbals_356.wav,Cymbals
samples/Clap_864.wav,Clap
samples/Clap_670.wav,Clap
samples/Clap_193.wav,Clap
samples/Snare_22.wav,Snare
samples/Hat_129.wav,Hat
samples/Cymbals_528.wav,Cymbals
samples/Cymbals_287.wav,Cymbals
samples/Clap_768.wav,Clap
samples/Kick_874.wav,Kick
samples/Clap_687.wav,Clap
samples/Kick_699.wav,Kick
samples/Clap_612.wav,Clap
samples/Hat_350.wav,Hat
samples/Clap_685.wav,Clap
samples/Kick_463.wav,Kick
samples/Hat_768.wav,Hat
samples/Snare_362.wav,Snare
samples/Snare_1013.wav,Snare
samples/Kick_996.wav,Kick
samples/Clap_799.wav,Clap
samples/Hat_254.wav,Hat
samples/Clap_444.wav,Clap
samples/Kick_1014.wav,Kick
samples/Kick_278.wav,Kick
samples/Clap_804.wav,Clap
samples/Snare_1029.wav,Snare
samples/Hat_859.wav,Hat
samples/Clap_835.wav,Clap
samples/Kick_272.wav,Kick
samples/Clap_1013.wav,Clap
samples/Hat_965.wav,Hat
samples/Snare_453.wav,Snare
samples/Clap_477.wav,Clap
samples/Cymbals_278.wav,Cymbals
samples/Snare_167.wav,Snare
samples/Clap_980.wav,Clap
samples/Snare_375.wav,Snare
samples/Kick_189.wav,Kick
samples/Kick_792.wav,Kick
samples/Clap_869.wav,Clap
samples/Kick_991.wav,Kick
samples/Clap_48.wav,Clap
samples/Hat_750.wav,Hat
samples/Hat_469.wav,Hat
samples/Kick_484.wav,Kick
samples/Kick_281.wav,Kick
samples/Snare_524.wav,Snare
samples/Clap_876.wav,Clap
samples/Clap_992.wav,Clap
samples/Hat_203.wav,Hat
samples/Hat_169.wav,Hat
samples/Hat_431.wav,Hat
samples/Cymbals_117.wav,Cymbals
samples/Cymbals_59.wav,Cymbals
samples/Clap_892.wav,Clap
samples/Snare_833.wav,Snare
samples/Hat_762.wav,Hat
samples/Hat_984.wav,Hat
samples/Clap_698.wav,Clap
samples/Clap_611.wav,Clap
samples/Snare_642.wav,Snare
samples/Clap_276.wav,Clap
samples/Clap_939.wav,Clap
samples/Snare_44.wav,Snare
samples/Hat_389.wav,Hat
samples/Clap_532.wav,Clap
samples/Clap_445.wav,Clap
samples/Hat_0.wav,Hat
samples/Snare_177.wav,Snare
samples/Snare_622.wav,Snare
samples/Clap_124.wav,Clap
samples/Kick_344.wav,Kick
samples/Kick_885.wav,Kick
samples/Kick_1077.wav,Kick
samples/Kick_867.wav,Kick
samples/Hat_38.wav,Hat
samples/Clap_243.wav,Clap
samples/Kick_31.wav,Kick
samples/Kick_779.wav,Kick
samples/Kick_735.wav,Kick
samples/Cymbals_311.wav,Cymbals
samples/Snare_866.wav,Snare
samples/Hat_575.wav,Hat
samples/Snare_641.wav,Snare
samples/Kick_857.wav,Kick
samples/Snare_208.wav,Snare
samples/Clap_489.wav,Clap
samples/Hat_252.wav,Hat
samples/Kick_253.wav,Kick
samples/Clap_46.wav,Clap
samples/Snare_892.wav,Snare
samples/Hat_504.wav,Hat
samples/Hat_142.wav,Hat
samples/Snare_897.wav,Snare
samples/Hat_922.wav,Hat
samples/Snare_662.wav,Snare
samples/Clap_236.wav,Clap
samples/Kick_823.wav,Kick
samples/Hat_877.wav,Hat
samples/Hat_732.wav,Hat
samples/Kick_309.wav,Kick
samples/Kick_577.wav,Kick
samples/Kick_276.wav,Kick
samples/Hat_926.wav,Hat
samples/Cymbals_251.wav,Cymbals
samples/Hat_508.wav,Hat
samples/Snare_88.wav,Snare
samples/Kick_250.wav,Kick
samples/Clap_691.wav,Clap
samples/Hat_460.wav,Hat
samples/Snare_55.wav,Snare
samples/Hat_930.wav,Hat
samples/Hat_977.wav,Hat
samples/Kick_61.wav,Kick
samples/Snare_74.wav,Snare
samples/Hat_432.wav,Hat
samples/Snare_850.wav,Snare
samples/Clap_909.wav,Clap
samples/Snare_1005.wav,Snare
samples/Kick_269.wav,Kick
samples/Kick_127.wav,Kick
samples/Hat_994.wav,Hat
samples/Clap_49.wav,Clap
samples/Snare_53.wav,Snare
samples/Hat_478.wav,Hat
samples/Kick_234.wav,Kick
samples/Clap_938.wav,Clap
samples/Clap_104.wav,Clap
samples/Cymbals_499.wav,Cymbals
samples/Hat_221.wav,Hat
samples/Kick_530.wav,Kick
samples/Kick_560.wav,Kick
samples/Snare_884.wav,Snare
samples/Kick_41.wav,Kick
samples/Hat_340.wav,Hat
samples/Clap_739.wav,Clap
samples/Snare_759.wav,Snare
samples/Kick_350.wav,Kick
samples/Hat_271.wav,Hat
samples/Hat_408.wav,Hat
